,Finished,Multiple,Phone pickups,Screen time,Date,Drink,Meditation,Mentality,Satisfaction,Reading,Productivity,Rise time,Run,Social,Tech,Total,Tot To-do,Work done %,Key_words
483,4,1.4,0,132,2022-04-02,0.0,15.0,1.0,1.0,0.0,2.0,165.0,0.0,1.0,2.0,0.4319,8,0.163,['Unmotivated'-'Lethargic'-'Study']
484,8,3.2,0,119,2022-04-03,0.0,0.0,3.0,3.0,0.0,3.0,48.0,0.0,4.0,3.0,0.5407,12,0.227,['Study'-'Exam'-'Social']
485,8,3.6,0,79,2022-04-04,0.0,0.0,3.0,4.0,0.0,4.0,3.0,0.0,4.0,3.0,0.5558,15,0.181,['Github'-'Coding'-'Exam']
486,8,2.8,0,193,2022-04-05,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,2.0,0.5304,14,0.194,['Project'-'Coding'-'Break']
487,13,3.8,0,194,2022-04-06,0.0,15.0,4.0,4.0,18.0,4.0,30.0,0.0,4.0,3.0,0.7894,15,0.295,['Statistics'-'Busy'-'instagram']
488,14,4.4,0,184,2022-04-07,0.0,15.0,5.0,5.0,14.0,4.0,-35.0,0.0,5.0,3.0,0.8951,15,0.317,['Proud'-'Happy'-'Social']
489,12,3.8,0,191,2022-04-08,1.0,15.0,4.0,4.0,0.0,4.0,26.0,0.0,4.0,3.0,0.6874,14,0.292,['Poker'-'Friends'-'Break']
490,7,2.8,0,250,2022-04-09,0.0,0.0,3.0,3.0,0.0,2.0,180.0,0.0,4.0,2.0,0.3378,12,0.198,['Movies'-'Project'-'Relax']
491,14,4.8,0,161,2022-04-10,0.0,15.0,5.0,5.0,18.0,5.0,60.0,0.0,5.0,4.0,0.8207,15,0.317,['Productive'-'Grind'-'Proud']
492,18,4.8,0,125,2022-04-11,0.0,15.0,5.0,5.0,14.0,5.0,61.0,0.0,5.0,4.0,0.8387,18,0.34,['Productive'-'Coding'-'Happy']
493,19,4.2,0,178,2022-04-12,0.0,15.0,4.0,5.0,15.0,5.0,-30.0,0.0,4.0,3.0,0.9056,19,0.34,['Productive'-'Coding'-'Social']
494,16,4.8,0,93,2022-04-13,0.0,15.0,5.0,5.0,11.0,5.0,20.0,0.0,5.0,4.0,0.8564,17,0.32,['Statistics'-'Coding'-'Productive']
495,14,3.0,0,150,2022-04-14,0.0,15.0,3.0,3.0,0.0,3.0,-31.0,0.0,4.0,2.0,0.751,18,0.265,['Headache'-'Tired'-'Overwhelmed']
496,11,3.6,0,136,2022-04-15,1.0,15.0,4.0,3.0,17.0,3.0,10.0,0.0,4.0,4.0,0.7348,15,0.249,['Drink'-'Social'-'Tired']
497,2,1.4,0,314,2022-04-16,0.0,0.0,2.0,1.0,0.0,2.0,105.0,0.0,1.0,1.0,0.2247,13,0.052,['Lazy'-'Tired'-'Hungover']
498,14,3.4,0,227,2022-04-17,0.0,15.0,3.0,4.0,13.0,3.0,100.0,0.0,5.0,2.0,0.7515,14,0.34,['Coding'-'Technology'-'Facetime']
499,14,4.4,0,84,2022-04-18,0.0,15.0,4.0,5.0,14.0,4.0,0.0,0.0,5.0,4.0,0.8582,16,0.298,['Social'-'Tutor'-'Coding']
500,13,3.0,0,164,2022-04-19,0.0,11.0,2.0,3.0,0.0,3.0,-10.0,0.0,4.0,3.0,0.704,16,0.276,['Tired'-'Frustration'-'Work Search']
501,10,2.6,0,130,2022-04-20,0.0,15.0,2.0,3.0,11.0,2.0,60.0,0.0,4.0,2.0,0.7251,12,0.283,['Movies'-'Project'-'Lazy']
502,6,3.2,0,101,2022-04-21,0.0,0.0,4.0,4.0,0.0,2.0,30.0,0.0,4.0,2.0,0.5296,10,0.196,[]
503,6,3.6,0,140,2022-04-22,1.0,0.0,3.0,4.0,0.0,2.0,150.0,0.0,5.0,4.0,0.3621,11,0.178,['Drink'-'Poker'-'Social']
504,9,2.8,0,158,2022-04-23,0.0,15.0,2.0,3.0,18.0,3.0,69.0,0.0,4.0,2.0,0.7028,12,0.255,['Real Analysis'-'SQL'-'Technology']
505,1,1.6,0,221,2022-04-24,0.0,0.0,1.0,1.0,0.0,1.0,150.0,0.0,4.0,1.0,0.1911,10,0.033,['Social'-'Movies'-'Lazy']
506,6,2.6,0,232,2022-04-25,0.0,0.0,2.0,3.0,0.0,2.0,55.0,0.0,4.0,2.0,0.436,11,0.178,['Tutor'-'Lazy'-'Coding']
507,8,1.2,0,212,2022-04-26,0.0,15.0,1.0,1.0,16.0,1.0,85.0,0.0,2.0,1.0,0.5854,13,0.209,['Lazy'-'Lethargic'-'Technology']
508,13,3.6,0,125,2022-04-27,0.0,15.0,3.0,4.0,11.0,4.0,60.0,0.0,3.0,4.0,0.7771,14,0.316,['Statistics'-'Busy'-'Unmotivated']
509,8,2.6,0,157,2022-04-28,0.0,15.0,2.0,3.0,0.0,3.0,-60.0,0.0,3.0,2.0,0.7385,11,0.238,['Headache'-'Tired'-'Coding']
510,8,3.6,0,156,2022-04-29,1.0,15.0,4.0,3.0,0.0,4.0,0.0,0.0,4.0,3.0,0.6578,12,0.227,['Drink'-'Social'-'Friends']
511,6,3.0,0,262,2022-05-01,0.0,0.0,3.0,3.0,0.0,3.0,143.0,0.0,4.0,2.0,0.3788,10,0.196,['Study'-'Github'-'Social']
512,9,4.6,0,138,2022-05-02,0.0,15.0,5.0,5.0,13.0,4.0,10.0,0.0,5.0,4.0,0.8278,10,0.294,['Teaching'-'Coding'-'Happy']
513,15,3.8,0,136,2022-05-03,0.0,15.0,4.0,4.0,12.0,4.0,-80.0,0.0,3.0,4.0,0.9067,17,0.3,['Coding'-'Github'-'Focused']
514,14,3.6,0,176,2022-05-04,0.0,15.0,3.0,4.0,10.0,4.0,19.0,0.0,4.0,3.0,0.8078,15,0.317,['Study'-'Statistics'-'Coding']
515,15,4.4,0,168,2022-05-05,0.0,14.0,4.0,4.0,0.0,5.0,-60.0,0.0,5.0,4.0,0.8649,15,0.34,['Job Search/Interview'-'Productive'-'Proud']
516,10,3.2,0,113,2022-05-06,1.0,35.0,4.0,3.0,3.0,3.0,68.0,0.0,4.0,2.0,0.802,13,0.262,['Job Search/Interview'-'Drink'-'Proud']
517,1,1.0,0,240,2022-05-07,1.0,0.0,1.0,1.0,0.0,1.0,75.0,0.0,1.0,1.0,0.2076,12,0.028,['Lazy'-'Drink'-'Break']
518,5,2.6,0,92,2022-05-08,0.0,0.0,2.0,2.0,0.0,3.0,210.0,0.0,3.0,3.0,0.2733,14,0.121,['Busy'-'Procrastination'-'Project']
519,12,2.8,0,186,2022-05-09,0.0,15.0,3.0,3.0,0.0,3.0,70.0,0.0,2.0,3.0,0.6229,16,0.255,['Tired'-'Overwhelmed'-'Busy']
520,13,2.0,0,242,2022-05-10,0.0,0.0,2.0,2.0,0.0,2.0,-30.0,0.0,2.0,2.0,0.628,15,0.295,['Technology'-'Tired'-'Unmotivated']
521,8,2.6,0,199,2022-05-11,0.0,0.0,3.0,3.0,0.0,3.0,145.0,0.0,2.0,2.0,0.3947,13,0.209,['Statistics'-'Math'-'Procrastination']
522,9,3.0,0,181,2022-05-12,0.0,0.0,2.0,3.0,0.0,3.0,-20.0,0.0,4.0,3.0,0.603,12,0.255,['Exam'-'Study'-'Tired']
523,4,3.4,0,189,2022-05-13,1.0,0.0,3.0,3.0,0.0,3.0,-20.0,0.0,5.0,3.0,0.4562,10,0.131,['Drink'-'Movies'-'Exam']
524,2,2.4,0,269,2022-05-14,0.0,0.0,2.0,2.0,0.0,2.0,100.0,0.0,4.0,2.0,0.3145,6,0.109,['Lazy'-'Exam'-'Grateful']
525,3,2.6,0,255,2022-05-15,0.0,0.0,2.0,2.0,0.0,3.0,133.0,0.0,4.0,2.0,0.3519,6,0.163,['Study'-'Technology'-'Overwhelmed']
526,5,2.6,0,154,2022-05-16,0.0,0.0,2.0,2.0,0.0,3.0,30.0,0.0,4.0,2.0,0.4898,9,0.182,['Exam'-'Unmotivated'-'Overwhelmed']
527,4,2.8,0,100,2022-05-17,0.0,0.0,3.0,3.0,0.0,3.0,-60.0,0.0,2.0,3.0,0.5771,8,0.163,['Exam'-'Project'-'Netflix']
528,3,3.4,0,158,2022-05-18,1.0,0.0,3.0,3.0,0.0,4.0,60.0,0.0,3.0,4.0,0.4045,7,0.14,['Exam'-'Data Analytics'-'Relax']
529,6,2.8,0,230,2022-05-21,1.0,0.0,3.0,3.0,0.0,2.0,150.0,0.0,4.0,2.0,0.3437,10,0.196,['Movies'-'Relax'-'Coding']
530,3,1.8,0,433,2022-05-22,1.0,0.0,2.0,2.0,0.0,2.0,120.0,0.0,2.0,1.0,0.2497,7,0.14,['Technology'-'instagram'-'Coding']
531,9,4.2,0,245,2022-05-23,0.0,15.0,4.0,4.0,13.0,4.0,164.0,0.0,5.0,4.0,0.6542,10,0.294,['Coding'-'Python'-'Productive']
532,4,3.4,0,332,2022-05-24,0.0,0.0,3.0,4.0,0.0,4.0,-7.0,0.0,4.0,2.0,0.5092,7,0.187,['Exercise'-'Coding'-'SQL']
533,4,3.6,0,282,2022-05-25,1.0,0.0,4.0,4.0,0.0,4.0,-75.0,0.0,4.0,2.0,0.5342,7,0.187,['Drink'-'Travel'-'SQL']
534,8,2.6,0,495,2022-05-31,0.0,15.0,3.0,3.0,23.0,2.0,-60.0,1.13,4.0,1.0,0.7738,10,0.261,['Job Search/Interview'-'Coding'-'Technology']
535,11,4.4,0,130,2022-06-01,0.0,15.0,4.0,5.0,18.0,5.0,-32.0,1.12,4.0,4.0,0.9274,11,0.327,Coding-Productive-Satisfied
536,9,4.8,0,158,2022-06-02,1.0,15.0,5.0,5.0,22.0,5.0,-60.0,1.13,5.0,4.0,0.9424,9,0.327,Friends-Productive-Satisfied
537,9,4.6,0,107,2022-06-03,1.0,15.0,5.0,4.0,18.0,4.0,6.0,1.31,5.0,5.0,0.8152,11,0.267,Coding-Grateful-Poker
538,6,2.4,0,219,2022-06-04,0.0,15.0,3.0,2.0,20.0,2.0,-51.0,1.25,3.0,2.0,0.7897,9,0.218,Coding-Netflix-Sleep Shortage
539,9,3.2,0,148,2022-06-05,1.0,15.0,3.0,3.0,19.0,3.0,0.0,0.0,5.0,2.0,0.8266,9,0.327,Coding-Netflix-Social
540,4,1.2,0,273,2022-06-06,1.0,15.0,1.0,1.0,14.0,1.0,12.0,0.0,2.0,1.0,0.5186,12,0.113,Lazy-Lethargic-Technology
541,12,4.4,0,123,2022-06-07,0.0,15.0,4.0,4.0,25.0,5.0,13.0,0.0,5.0,4.0,0.9042,12,0.34,Coding-Job Search/Interview-Productive
542,12,4.2,0,118,2022-06-08,0.0,15.0,4.0,5.0,25.0,4.0,-30.0,1.34,4.0,4.0,0.9604,12,0.34,Coding-Productive-Statistics
543,13,4.0,0,157,2022-06-09,0.0,15.0,4.0,4.0,26.0,4.0,-5.0,1.44,5.0,3.0,0.9239,13,0.34,Data Analytics/Science-Pathrise-Productive
544,12,3.4,0,212,2022-06-10,0.0,15.0,3.0,4.0,21.0,3.0,-11.0,1.21,4.0,3.0,0.8914,12,0.34,Exercise-Lazy-Technology
545,12,3.2,0,268,2022-06-11,1.0,15.0,4.0,3.0,20.0,3.0,-5.0,1.42,4.0,2.0,0.8153,13,0.314,Coding-Project-Technology
546,11,3.6,0,106,2022-06-12,0.0,15.0,4.0,3.0,27.0,3.0,-1.0,1.55,4.0,4.0,0.901,12,0.312,Busy-Job Search/Interview-Social
547,11,2.6,0,186,2022-06-13,0.0,15.0,2.0,3.0,13.0,3.0,-2.0,1.09,3.0,2.0,0.8256,12,0.312,Exercise-Lethargic-Youtube
548,11,2.8,0,195,2022-06-14,1.0,15.0,2.0,3.0,28.0,3.0,0.0,1.2,4.0,2.0,0.8485,11,0.327,Data Analytics/Science-Exercise-Technology
549,6,1.8,0,146,2022-06-15,0.0,0.0,1.0,2.0,0.0,2.0,24.0,0.0,3.0,1.0,0.4604,13,0.157,Lazy-Lethargic-Technology
550,9,3.2,0,94,2022-06-16,0.0,25.0,3.0,3.0,0.0,4.0,25.0,0.0,4.0,2.0,0.7746,12,0.255,Job Search/Interview-Lethargic-Relax
551,7,4.0,0,159,2022-06-17,0.0,20.0,4.0,4.0,6.0,4.0,10.0,1.02,5.0,3.0,0.781,10,0.229,Coding-Friends-Social
552,9,3.8,0,44,2022-06-18,0.0,20.0,4.0,4.0,16.0,4.0,5.0,0.0,4.0,3.0,0.9294,9,0.327,Coding-Project-Satisfied
553,10,4.2,0,22,2022-06-19,0.0,20.0,4.0,4.0,16.0,4.0,93.0,0.0,5.0,4.0,0.8557,10,0.327,Coding-Facetime-Grateful
554,9,4.6,0,79,2022-06-20,0.0,20.0,5.0,4.0,15.0,5.0,36.0,0.0,5.0,4.0,0.8989,9,0.327,Coding-Productive-Social
555,9,2.8,0,166,2022-06-21,0.0,20.0,3.0,3.0,33.0,3.0,15.0,0.0,3.0,2.0,0.8954,9,0.327,Coding-Technology-Youtube
556,10,3.8,0,160,2022-06-22,0.0,20.0,4.0,4.0,28.0,4.0,73.0,0.0,4.0,3.0,0.8259,11,0.297,Coding-Lethargic-Pathrise
557,11,2.2,0,64,2022-06-23,0.0,0.0,2.0,2.0,12.0,2.0,22.0,0.0,3.0,2.0,0.7016,12,0.312,Frustration-Job Search/Interview-Technology
558,4,2.2,0,115,2022-06-24,1.0,0.0,3.0,2.0,0.0,2.0,14.0,0.0,3.0,1.0,0.4186,11,0.119,Break-Netflix-Relax
559,11,4.6,0,93,2022-06-25,1.0,20.0,5.0,4.0,25.0,5.0,133.0,0.0,5.0,4.0,0.7979,11,0.327,Blog-Happy-Productive
560,9,3.0,0,154,2022-06-26,1.0,20.0,3.0,3.0,18.0,3.0,30.0,0.0,3.0,3.0,0.834,9,0.327,Coding-Drink-Movies
561,12,4.0,0,115,2022-06-27,0.0,20.0,4.0,4.0,16.0,4.0,120.0,0.0,5.0,3.0,0.8143,12,0.34,Job Search/Interview-Productive-Satisfied
562,9,4.2,0,225,2022-06-28,0.0,20.0,4.0,5.0,21.0,4.0,50.0,0.0,5.0,3.0,0.8228,10,0.294,Grateful-Happy-Job Search/Interview
563,8,2.2,0,239,2022-06-29,0.0,20.0,1.0,2.0,0.0,2.0,44.0,0.0,4.0,2.0,0.6147,13,0.209,Frustration-Lethargic-Youtube
564,2,1.6,0,66,2022-07-02,0.0,0.0,2.0,2.0,0.0,2.0,191.0,0.0,1.0,1.0,0.2556,10,0.06,['Break'-'Technology'-'Lethargic']
565,3,2.0,0,79,2022-07-03,0.0,0.0,2.0,2.0,0.0,2.0,144.0,0.0,3.0,1.0,0.3188,11,0.081,['Youtube'-'Project'-'Lazy']
566,6,3.4,0,67,2022-07-04,0.0,15.0,3.0,3.0,0.0,3.0,180.0,0.0,4.0,4.0,0.5291,10,0.179,['Friends'-'Project'-'Grateful']
567,11,3.8,0,218,2022-07-05,0.0,15.0,4.0,4.0,19.0,4.0,50.0,0.0,4.0,3.0,0.7905,11,0.298,['Coding'-'Data Analytics/Science'-'Focused']
568,12,4.0,0,119,2022-07-06,0.0,20.0,4.0,4.0,19.0,4.0,155.0,0.0,4.0,4.0,0.7795,12,0.309,['Data Analytics/Science'-'Productive'-'Coding']
569,12,4.2,0,94,2022-07-07,0.0,20.0,4.0,4.0,18.0,4.0,82.0,0.0,5.0,4.0,0.8184,13,0.285,['Data Analytics/Science'-'Workshops'-'Productive']
570,12,4.0,0,169,2022-07-08,0.0,20.0,4.0,4.0,24.0,4.0,139.0,0.0,5.0,3.0,0.7866,12,0.309,['Study'-'Movies'-'Satisfied']
571,10,3.8,0,197,2022-07-09,0.0,20.0,3.0,4.0,30.0,4.0,96.0,0.0,5.0,3.0,0.7902,11,0.271,['Movies'-'Social'-'Data Analytics/Science']
572,7,3.6,0,89,2022-07-10,1.0,0.0,4.0,3.0,0.0,3.0,160.0,0.0,5.0,3.0,0.4345,10,0.208,['Drink'-'Friends'-'Social']
573,0,1.2,0,32,2022-07-12,1.0,0.0,2.0,1.0,0.0,1.0,180.0,0.0,1.0,1.0,0.1695,10,0.0,['Technology'-'Relax'-'Netflix']
574,1,1.4,0,215,2022-07-13,0.0,0.0,1.0,1.0,0.0,1.0,180.0,0.0,3.0,1.0,0.1861,13,0.024,['Technology'-'Netflix'-'Relax']
575,1,1.0,0,27,2022-07-14,0.0,0.0,1.0,1.0,0.0,1.0,100.0,0.0,1.0,1.0,0.2817,12,0.026,['Relax'-'Technology'-'Lazy']
576,0,1.4,0,432,2022-07-15,0.0,0.0,1.0,1.0,0.0,1.0,262.0,0.0,3.0,1.0,0.0561,10,0.0,['Technology'-'Lazy'-'Relax']
577,0,1.0,0,531,2022-07-16,0.0,0.0,1.0,1.0,0.0,1.0,213.0,0.0,1.0,1.0,0.0599,9,0.0,['Technology'-'Relax'-'Lazy']
578,4,1.4,0,438,2022-07-17,0.0,20.0,2.0,1.0,0.0,1.0,152.0,0.0,2.0,1.0,0.4409,7,0.17,['Technology'-'Relax'-'Youtube']
579,11,4.8,0,102,2022-07-18,0.0,30.0,5.0,5.0,36.0,5.0,30.0,0.0,5.0,4.0,0.9634,11,0.298,['Productive'-'Focused'-'Data Analytics/Science']
580,12,4.8,0,197,2022-07-19,0.0,20.0,5.0,5.0,31.0,5.0,60.0,0.0,5.0,4.0,0.8755,12,0.309,['Job Search/Interview'-'Focused'-'Productive']
581,11,4.4,0,188,2022-07-20,0.0,20.0,5.0,4.0,41.0,4.0,-31.0,0.0,5.0,4.0,0.948,12,0.283,['Coding'-'Job Search/Interview'-'Satisfied']
582,11,4.0,0,155,2022-07-21,0.0,10.0,4.0,4.0,29.0,4.0,74.0,0.0,5.0,3.0,0.7371,13,0.261,['Meetings'-'Motivated'-'Data Analytics/Science']
583,7,3.4,0,290,2022-07-22,1.0,20.0,3.0,4.0,24.0,3.0,127.0,0.0,4.0,3.0,0.594,12,0.18,['Friends'-'Poker'-'Fun']
584,1,1.8,0,330,2022-07-23,1.0,0.0,2.0,2.0,0.0,2.0,190.0,0.0,2.0,1.0,0.1439,9,0.033,['Technology'-'Break'-'Relax']
585,2,2.6,0,184,2022-07-24,1.0,0.0,3.0,2.0,0.0,2.0,120.0,0.0,4.0,2.0,0.296,7,0.085,['Technology'-'Drink'-'Lazy']
586,3,2.4,0,275,2022-07-25,0.0,0.0,2.0,2.0,0.0,2.0,210.0,0.0,4.0,2.0,0.2342,10,0.089,['Meetings'-'Technology'-'Lazy']
587,1,1.2,0,141,2022-07-26,0.0,0.0,1.0,1.0,0.0,1.0,135.0,0.0,2.0,1.0,0.2382,9,0.033,['Technology'-'Lazy'-'Unmotivated']
588,6,2.4,0,254,2022-07-27,0.0,0.0,2.0,2.0,0.0,2.0,60.0,0.0,4.0,2.0,0.4043,13,0.142,['Friends'-'Technology'-'Tired']
589,0,1.0,0,262,2022-07-28,0.0,0.0,1.0,1.0,0.0,1.0,120.0,0.0,1.0,1.0,0.1902,6,0.0,['Lazy'-'Technology'-'Unmotivated']
590,1,1.8,0,559,2022-07-29,1.0,0.0,2.0,2.0,0.0,2.0,120.0,0.0,2.0,1.0,0.1366,10,0.03,['Drink'-'Technology'-'Netflix']
591,6,3.6,61,269,2022-08-01,0.0,0.0,4.0,4.0,0.0,3.0,150.0,0.0,4.0,3.0,0.3971,10,0.179,['Job Search/Interview'-'Self Reflection'-'Motivated']
592,5,2.4,31,339,2022-08-02,0.0,0.0,3.0,3.0,0.0,2.0,130.0,0.0,2.0,2.0,0.3447,10,0.149,['Youtube'-'Data Analytics/Science'-'Distracted']
593,4,2.8,31,254,2022-08-03,0.0,0.0,3.0,3.0,0.0,2.0,210.0,0.0,4.0,2.0,0.2724,11,0.108,['Meetings'-'Youtube'-'Distracted']
594,8,3.0,80,300,2022-08-04,0.0,20.0,3.0,3.0,0.0,3.0,90.0,0.0,4.0,2.0,0.5985,11,0.216,['Coding'-'Job Search/Interview'-'Technology']
595,1,3.2,61,185,2022-08-05,0.0,0.0,3.0,3.0,0.0,3.0,100.0,0.0,4.0,3.0,0.3413,4,0.074,['Friends'-'Social'-'Poker']
596,1,1.2,52,545,2022-08-06,0.0,0.0,1.0,1.0,0.0,1.0,57.0,0.0,2.0,1.0,0.1991,12,0.026,['Technology'-'Lazy'-'Gaming']
597,1,1.8,44,312,2022-08-07,0.0,0.0,2.0,2.0,0.0,2.0,180.0,0.0,2.0,1.0,0.1733,12,0.026,['Project'-'Technology'-'Lethargic']
598,2,3.0,98,187,2022-08-08,0.0,0.0,3.0,3.0,0.0,2.0,210.0,0.0,4.0,3.0,0.231,10,0.06,['Social'-'Fun'-'Youtube']
599,8,3.2,57,345,2022-08-09,0.0,0.0,3.0,3.0,0.0,3.0,60.0,0.0,4.0,3.0,0.4377,14,0.176,['Meetings'-'Inspired'-'Data Analytics/Science']
600,11,3.2,62,221,2022-08-10,0.0,0.0,3.0,3.0,0.0,3.0,7.0,0.0,4.0,3.0,0.593,13,0.261,['Meetings'-'Inspired'-'Youtube']
601,12,3.4,76,317,2022-08-11,0.0,5.0,3.0,4.0,9.0,4.0,84.0,0.0,4.0,2.0,0.6124,13,0.285,['Productive'-'Coding'-'Project']
602,4,2.2,57,273,2022-08-12,1.0,0.0,2.0,2.0,0.0,2.0,114.0,0.0,3.0,2.0,0.2914,11,0.108,['Coding'-'Movies'-'Technology']
603,6,3.2,71,303,2022-08-15,0.0,0.0,4.0,3.0,0.0,3.0,120.0,0.0,3.0,3.0,0.3838,11,0.162,['Coding'-'Data Analytics/Science'-'Satisfied']
604,10,3.4,61,344,2022-08-16,0.0,0.0,3.0,3.0,0.0,4.0,54.0,0.0,4.0,3.0,0.5081,13,0.237,['Coding'-'Job Search/Interview'-'Satisfied']
605,3,2.2,51,434,2022-08-17,1.0,0.0,2.0,2.0,0.0,2.0,65.0,0.0,3.0,2.0,0.2748,10,0.089,['Coding'-'Technology'-'Unmotivated']
606,8,2.8,49,210,2022-08-18,0.0,0.0,2.0,3.0,0.0,3.0,90.0,0.0,3.0,3.0,0.4379,14,0.176,['Coding'-'Meetings'-'Worried']
607,3,2.8,88,109,2022-08-19,1.0,0.0,3.0,3.0,0.0,3.0,90.0,0.0,2.0,3.0,0.3239,12,0.077,['Coding'-'Embarrassed'-'Lethargic']
608,7,4.0,58,262,2022-08-20,0.0,0.0,4.0,4.0,0.0,4.0,90.0,0.0,5.0,3.0,0.4645,11,0.189,['Coding'-'Data Analytics/Science'-'Satisfied']
609,2,3.0,52,397,2022-08-21,0.0,0.0,2.0,3.0,0.0,4.0,-15.0,0.0,4.0,2.0,0.353,13,0.047,['Coding'-'Sleep Shortage'-'Focused']
610,12,4.4,77,191,2022-08-22,0.0,0.0,4.0,5.0,0.0,4.0,82.0,0.0,5.0,4.0,0.535,16,0.231,['Coding'-'Data Analytics/Science'-'Satisfied']
611,11,4.6,84,272,2022-08-23,0.0,0.0,4.0,5.0,0.0,5.0,15.0,0.0,5.0,4.0,0.5668,15,0.226,['Coding'-'Meetings'-'Grateful']
612,6,3.8,69,279,2022-08-24,0.0,0.0,4.0,4.0,0.0,4.0,51.0,0.0,4.0,3.0,0.4187,15,0.123,['Social'-'Coding'-'Exercise']
613,5,4.0,91,201,2022-08-25,0.0,0.0,4.0,4.0,0.0,3.0,15.0,0.0,5.0,4.0,0.446,15,0.103,['Coding'-'Social'-'Meetings']
