,Finished,Multiple,Phone pickups,Screen time,Date,Drink,Meditation,Mentality,Satisfaction,Reading,Productivity,Rise time,Run,Social,Tech,Total,Tot To-do,Work done %,Key_words
0,8,7.0,0,390,2020-09-17,0.0,,0.0,0.0,0.0,0.0,,1.24,0.0,0.0,0.7516,9,0.222,0
1,11,3.0,0,211,2020-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.683,13,0.212,0
2,13,5.0,0,271,2020-09-22,0.0,7.0,0.0,0.0,0.0,0.0,25.0,1.53,0.0,0.0,0.7855,15,0.238,0
3,16,4.0,0,223,2020-09-23,0.0,10.0,0.0,0.0,0.0,0.0,30.0,,0.0,0.0,0.7634,17,0.259,0
4,11,4.0,0,309,2020-09-24,0.0,6.0,0.0,0.0,0.0,0.0,90.0,,0.0,0.0,0.6629,15,0.201,0
5,13,5.0,0,252,2020-09-25,0.0,13.0,0.0,0.0,0.0,0.0,30.0,,0.0,0.0,0.7474,14,0.232,0
6,11,4.0,0,237,2020-09-26,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.764,12,0.229,0
7,6,4.0,0,338,2020-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.658,9,0.167,0
8,9,5.0,0,257,2020-09-28,0.0,10.0,0.0,0.0,0.0,0.0,-30.0,,0.0,0.0,0.7326,11,0.205,0
9,6,5.0,0,326,2020-09-29,0.0,10.0,0.0,0.0,0.0,0.0,120.0,,0.0,0.0,0.557,11,0.136,0
10,7,3.0,0,496,2020-10-01,0.0,0.0,0.0,0.0,,0.0,180.0,,0.0,0.0,0.4347,12,0.146,0
11,11,4.0,0,262,2020-10-02,0.0,10.0,0.0,0.0,,0.0,36.0,,0.0,0.0,0.7549,12,0.229,0
12,9,3.0,0,405,2020-10-03,0.0,7.0,0.0,0.0,,0.0,60.0,,0.0,0.0,0.6157,13,0.173,0
13,16,5.0,0,304,2020-10-04,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.762,16,0.275,0
14,13,3.0,0,455,2020-10-05,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.662,14,0.232,0
15,12,4.0,0,397,2020-10-06,0.0,8.0,0.0,0.0,,0.0,0.0,0.64,0.0,0.0,0.6915,16,0.206,0
16,9,5.0,0,225,2020-10-07,0.0,8.0,0.0,0.0,,0.0,-15.0,1.11,0.0,0.0,0.698,14,0.161,0
17,7,4.0,0,330,2020-10-08,0.0,0.0,0.0,0.0,,0.0,120.0,,0.0,0.0,0.542,11,0.159,0
18,0,1.0,0,500,2020-10-09,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.36,0,0.0,0
19,7,4.0,0,477,2020-10-10,0.0,0.0,0.0,0.0,,0.0,180.0,,0.0,0.0,0.4257,14,0.125,0
20,8,3.0,0,374,2020-10-11,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.617,16,0.137,0
21,11,4.0,0,285,2020-10-12,0.0,10.0,0.0,0.0,,0.0,30.0,,0.0,0.0,0.7144,13,0.212,0
22,14,4.0,0,332,2020-10-13,0.0,5.0,0.0,0.0,,0.0,-60.0,,0.0,0.0,0.7273,14,0.25,0
23,12,3.0,0,441,2020-10-14,0.0,5.0,0.0,0.0,,0.0,90.0,,0.0,0.0,0.6259,12,0.25,0
24,15,3.0,0,441,2020-10-15,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.666,16,0.258,0
25,10,4.0,0,213,2020-10-16,0.0,7.0,0.0,0.0,,0.0,240.0,,0.0,0.0,0.4999,12,0.208,0
26,7,4.0,0,480,2020-10-17,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.587,11,0.159,0
27,9,4.0,0,294,2020-10-18,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.649,12,0.188,0
28,8,3.0,0,428,2020-10-19,0.0,10.0,0.0,0.0,10.0,0.0,45.0,,0.0,0.0,0.665,9,0.222,0
29,7,3.0,0,260,2020-10-21,0.0,10.0,0.0,0.0,25.0,0.0,90.0,,0.0,0.0,0.6849,9,0.194,0
30,7,4.0,0,206,2020-10-22,0.0,10.0,0.0,0.0,32.0,0.0,-60.0,,0.0,0.0,0.7713,9,0.194,0
31,13,5.0,0,156,2020-10-23,0.0,10.0,0.0,0.0,20.0,0.0,10.0,,0.0,0.0,0.8306,13,0.25,0
32,5,2.0,0,499,2020-10-24,0.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.507,11,0.114,0
33,8,4.0,0,338,2020-10-25,0.0,5.0,0.0,0.0,30.0,0.0,0.0,,0.0,0.0,0.707,10,0.2,0
34,10,4.0,0,346,2020-10-26,0.0,10.0,0.0,0.0,32.0,0.0,90.0,,0.0,0.0,0.6929,12,0.208,0
35,11,5.0,0,264,2020-10-27,0.0,5.0,0.0,0.0,35.0,0.0,60.0,,0.0,0.0,0.7637,11,0.25,0
36,9,4.0,0,363,2020-10-28,0.0,10.0,0.0,0.0,100.0,0.0,30.0,,0.0,0.0,0.7264,12,0.188,0
37,2,3.0,0,175,2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,0.0,0.0,0.4977,7,0.071,0
38,0,1.0,0,568,2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,300.0,,0.0,0.0,-0.0264,0,0.0,0
39,3,3.0,0,240,2020-10-31,0.0,0.0,0.0,0.0,,0.0,120.0,,0.0,0.0,0.533,7,0.107,0
40,7,2.0,0,740,2020-11-01,,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.489,10,0.175,0
41,11,4.0,0,180,2020-11-02,,10.0,0.0,0.0,0.0,0.0,200.0,,0.0,0.0,0.6136,11,0.25,0
42,10,3.0,0,313,2020-11-03,,0.0,0.0,0.0,60.0,0.0,300.0,,0.0,0.0,0.2886,13,0.192,0
43,17,4.0,0,315,2020-11-04,,10.0,0.0,0.0,30.0,0.0,150.0,,0.0,0.0,0.6919,18,0.259,0
44,16,4.0,0,185,2020-11-05,,10.0,0.0,0.0,37.0,0.0,30.0,,0.0,0.0,0.7994,17,0.259,0
45,16,4.0,0,198,2020-11-06,1.0,10.0,0.0,0.0,10.0,0.0,150.0,,0.0,0.0,0.6829,16,0.275,0
46,9,4.0,0,159,2020-11-07,,0.0,0.0,0.0,0.1,0.0,,,0.0,0.0,0.653,17,0.145,0
47,14,4.0,0,155,2020-11-08,,10.0,0.0,0.0,12.0,0.0,0.0,,0.0,0.0,0.828,14,0.25,0
48,17,5.0,0,94,2020-11-09,,15.0,0.0,0.0,30.0,0.0,0.0,,0.0,0.0,0.912,17,0.275,0
49,14,4.0,0,152,2020-11-10,1.0,15.0,0.0,0.0,32.0,0.0,-15.0,,0.0,0.0,0.7929,16,0.24,0
50,7,3.0,0,280,2020-11-11,0.0,10.0,0.0,0.0,0.0,0.0,180.0,,0.0,0.0,0.4867,13,0.135,0
51,11,4.0,0,105,2020-11-12,0.0,15.0,0.0,0.0,0.0,0.0,90.0,,0.0,0.0,0.7519,12,0.229,0
52,14,5.0,0,160,2020-11-13,0.0,15.0,0.0,0.0,0.0,0.0,36.0,,0.0,0.0,0.7989,14,0.25,0
53,6,3.0,0,290,2020-11-14,1.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.625,10,0.15,0
54,10,3.0,0,331,2020-11-15,0.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.736,11,0.227,0
55,13,4.0,0,209,2020-11-16,0.0,10.0,0.0,0.0,0.0,0.0,26.0,,0.0,0.0,0.7273,14,0.232,0
56,7,3.0,0,88,2020-11-17,1.0,15.0,0.0,0.0,0.0,0.0,40.0,,0.0,0.0,0.6617,11,0.159,0
57,9,3.0,0,136,2020-11-18,0.0,10.0,0.0,0.0,0.0,0.0,120.0,,0.0,0.0,0.655,11,0.205,0
58,15,5.0,0,196,2020-11-19,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.788,15,0.275,0
59,14,4.0,0,14,2020-11-20,0.0,10.0,0.0,0.0,0.0,0.0,157.0,,0.0,0.0,0.6774,14,0.25,0
60,11,3.0,0,404,2020-11-21,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.654,13,0.212,0
61,9,2.0,0,331,2020-11-22,0.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.701,11,0.205,0
62,7,3.0,0,161,2020-11-23,1.0,0.0,0.0,0.0,0.0,0.0,80.0,,0.0,0.0,0.5357,11,0.159,0
63,9,3.0,0,207,2020-11-24,0.0,15.0,0.0,0.0,0.0,0.0,120.0,,0.0,0.0,0.685,10,0.225,0
64,4,3.0,0,201,2020-11-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,10,0.1,0
65,6,2.0,0,387,2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.525,10,0.15,0
66,9,3.0,0,389,2020-11-27,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.548,13,0.173,0
67,7,2.0,0,604,2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.473,13,0.135,0
68,16,4.0,0,152,2020-11-29,0.0,15.0,0.0,0.0,20.0,0.0,0.0,,0.0,0.0,0.868,17,0.259,0
69,17,5.0,0,198,2020-11-30,0.0,15.0,0.0,0.0,25.0,0.0,8.0,,0.0,0.0,0.8447,17,0.275,0
70,15,4.0,0,210,2020-12-01,0.0,15.0,0.0,0.0,0.0,0.0,120.0,,0.0,0.0,0.706,17,0.242,0
71,16,4.0,0,228,2020-12-02,0.0,15.0,0.0,0.0,23.0,0.0,0.0,,0.0,0.0,0.843,16,0.275,0
72,16,4.0,0,443,2020-12-03,0.0,15.0,0.0,0.0,25.0,0.0,70.0,,0.0,0.0,0.7696,16,0.275,0
73,12,3.0,0,420,2020-12-04,0.0,15.0,0.0,0.0,0.0,0.0,180.0,,0.0,0.0,0.5697,15,0.22,0
74,13,4.0,0,412,2020-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.64,16,0.223,0
75,12,4.0,0,322,2020-12-06,0.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.0,0.0,0.709,14,0.214,0
76,7,2.0,0,209,2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,180.0,,0.0,0.0,0.4367,14,0.125,0
77,16,4.0,0,133,2020-12-08,0.0,15.0,0.0,0.0,30.0,0.0,-8.0,,0.0,0.0,0.8723,16,0.275,0
78,14,4.0,0,198,2020-12-09,0.0,15.0,0.0,0.0,25.0,0.0,100.0,,0.0,0.0,0.7824,14,0.25,0
79,14,5.0,0,240,2020-12-10,0.0,15.0,0.0,0.0,15.0,0.0,180.0,,0.0,0.0,0.6707,14,0.25,0
80,9,5.0,0,304,2020-12-11,0.0,15.0,0.0,0.0,0.0,0.0,-80.0,,0.0,0.0,0.7743,10,0.225,0
81,10,5.0,0,295,2020-12-12,0.0,15.0,0.0,0.0,0.0,0.0,120.0,,0.0,0.0,0.742,10,0.25,0
82,9,1.0,0,525,2020-12-13,0.0,15.0,0.0,0.0,0.0,0.0,110.0,,0.0,0.0,0.6121,10,0.225,0
83,5,1.0,0,50,2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,180.0,,0.0,0.0,0.4627,10,0.125,0
84,9,3.0,0,300,2020-12-15,0.0,15.0,0.0,0.0,0.0,0.0,200.0,,0.0,0.0,0.5776,10,0.225,0
85,11,4.0,0,165,2020-12-16,0.0,15.0,0.0,0.0,0.0,0.0,90.0,,0.0,0.0,0.7549,11,0.25,0
86,11,5.0,0,252,2020-12-17,1.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.831,11,0.25,0
87,8,4.0,0,90,2020-12-19,0.0,15.0,0.0,0.0,45.0,0.0,60.0,,0.0,0.0,0.8217,10,0.2,0
88,3,3.0,0,178,2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,0.0,0.0,0.5367,9,0.083,0
89,7,3.0,0,243,2020-12-21,0.0,0.0,0.0,0.0,15.0,0.0,180.0,,0.0,0.0,0.4557,13,0.135,0
90,9,3.0,0,114,2020-12-22,0.0,15.0,0.0,0.0,50.0,0.0,140.0,,0.0,0.0,0.7174,11,0.205,0
91,8,4.0,0,241,2020-12-23,0.0,15.0,0.0,0.0,45.0,0.0,150.0,,0.0,0.0,0.6639,11,0.182,0
92,8,4.0,0,229,2020-12-27,1.0,15.0,0.0,0.0,32.0,0.0,105.0,0.0,0.0,0.0,0.6843,12,0.167,0
93,7,3.0,0,414,2020-12-28,0.0,15.0,0.0,0.0,35.0,0.0,130.0,0.0,0.0,0.0,0.6171,10,0.175,0
94,1,2.0,0,915,2020-12-29,1.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.2349,10,0.025,0
95,0,1.0,0,729,2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0849,1,0.0,0
96,2,3.0,0,444,2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.3609,8,0.063,0
97,4,2.0,0,600,2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.3749,8,0.125,0
98,8,3.0,0,513,2021-01-02,0.0,10.0,0.0,0.0,43.0,0.0,200.0,0.0,0.0,0.0,0.5006,12,0.167,0
99,10,4.0,0,240,2021-01-03,0.0,15.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.6539,12,0.208,0
100,3,2.0,0,529,2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,11,0.068,0
101,6,3.0,0,203,2021-01-08,0.0,15.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.5807,8,0.188,0
102,3,2.0,0,564,2021-01-09,1.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.2807,7,0.107,0
103,7,3.0,0,288,2021-01-10,0.0,0.0,0.0,0.0,25.0,0.0,120.0,0.0,0.0,0.0,0.646,8,0.219,0
104,4,2.0,0,535,2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.4496,10,0.1,0
105,9,3.0,0,304,2021-01-12,0.0,15.0,0.0,0.0,49.0,0.0,140.0,0.0,0.0,0.0,0.7324,9,0.25,0
106,3,3.0,0,194,2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.4771,9,0.083,0
107,9,5.0,0,335,2021-01-14,0.0,15.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.815,9,0.25,0
108,7,3.0,0,302,2021-01-15,1.0,15.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.6061,8,0.219,0
109,1,2.0,0,473,2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.2967,6,0.042,0
110,5,3.0,0,495,2021-01-19,0.0,0.0,0.0,0.0,25.0,0.0,150.0,0.0,0.0,0.0,0.4619,9,0.139,0
111,1,1.0,0,797,2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,-0.0865,8,0.031,0
112,6,4.0,0,296,2021-01-30,0.0,0.0,0.0,0.0,35.0,0.0,200.0,0.0,0.0,0.0,0.5346,8,0.188,0
113,4,3.0,0,440,2021-01-31,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.4198,10,0.1,0
114,9,4.0,0,310,2021-02-25,0.0,15.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.5792,13,0.173,0
115,8,4.0,0,199,2021-02-01,1.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.5749,12,0.167,0
116,13,4.0,0,142,2021-02-02,0.0,15.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.8027,14,0.255,0
117,8,3.0,0,67,2021-02-03,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.4703,13,0.154,0
118,12,4.0,0,340,2021-02-04,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.5385,14,0.235,0
119,10,3.0,0,318,2021-02-05,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.537,13,0.192,0
120,8,3.0,0,473,2021-02-06,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.4147,11,0.182,0
121,11,4.0,0,126,2021-02-08,0.0,15.0,0.0,0.0,20.0,0.0,120.0,0.0,0.0,0.0,0.759,12,0.229,0
122,12,5.0,0,220,2021-02-09,0.0,15.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.798,13,0.231,0
123,14,5.0,0,127,2021-02-10,0.0,15.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.8067,15,0.256,0
124,11,4.0,0,159,2021-02-11,1.0,15.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.7057,13,0.212,0
125,2,3.0,0,158,2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.43,14,0.039,0
126,11,4.0,0,193,2021-02-13,0.0,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.729,13,0.212,0
127,11,3.0,0,161,2021-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.66,15,0.201,0
128,9,5.0,0,260,2021-02-15,0.0,10.0,0.0,0.0,13.0,0.0,240.0,0.0,0.0,0.0,0.4979,11,0.205,0
129,15,5.0,0,144,2021-02-16,0.0,13.0,0.0,0.0,28.0,0.0,53.0,0.0,0.0,0.0,0.8499,15,0.275,0
130,15,4.0,0,175,2021-02-17,,15.0,0.0,0.0,42.0,0.0,60.0,0.0,0.0,0.0,0.7777,18,0.229,0
131,17,4.0,0,109,2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.6005,21,0.222,0
132,10,5.0,0,105,2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.5537,14,0.196,0
133,15,4.0,0,132,2021-02-20,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788,17,0.242,0
134,10,5.0,0,169,2021-02-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629,15,0.183,0
135,6,2.0,0,442,2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.3732,12,0.125,0
136,7,2.0,0,383,2021-02-23,0.0,10.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.4507,13,0.135,0
137,12,3.0,0,445,2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.5339,16,0.206,0
138,9,3.0,0,265,2021-03-31,0.0,0.0,0.0,0.0,63.0,0.0,200.0,0.0,0.0,0.0,0.5386,12,0.188,0
139,10,4.0,0,310,2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.5661,13,0.192,0
140,8,4.0,0,351,2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.3845,12,0.167,0
141,7,3.0,0,319,2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.4372,13,0.135,0
142,9,4.0,0,64,2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.4983,12,0.188,0
143,4,2.0,0,263,2021-03-05,1.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.3307,13,0.077,0
144,8,3.0,0,221,2021-03-07,1.0,10.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.5519,12,0.167,0
145,8,3.0,0,146,2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.6163,12,0.167,0
146,6,3.0,0,102,2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.5391,13,0.115,0
147,7,5.0,0,89,2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.6446,12,0.146,0
148,9,5.0,0,74,2021-03-11,0.0,15.0,0.0,0.0,0.0,0.0,70.0,0.73,0.0,0.0,0.7992,11,0.205,0
149,12,5.0,0,146,2021-03-12,1.0,15.0,0.0,0.0,46.0,0.0,60.0,0.74,0.0,0.0,0.8254,13,0.231,0
150,12,4.0,0,103,2021-03-13,0.0,15.0,0.0,0.0,40.0,0.0,120.0,0.0,0.0,0.0,0.777,16,0.206,0
151,13,4.0,0,106,2021-03-14,0.0,15.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.6956,15,0.238,0
152,12,5.0,0,107,2021-03-15,0.0,15.0,0.0,0.0,31.0,0.0,96.0,0.0,0.0,0.0,0.8435,12,0.25,0
153,13,4.0,0,120,2021-03-16,0.0,15.0,0.0,0.0,64.0,0.0,-4.0,0.0,0.0,0.0,0.8771,13,0.25,0
154,12,3.0,0,168,2021-03-17,0.0,15.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.831,14,0.235,0
155,8,3.0,0,120,2021-03-18,0.0,0.0,0.0,0.0,63.0,0.0,114.0,0.0,0.0,0.0,0.6585,11,0.182,0
156,14,5.0,0,91,2021-03-19,0.0,15.0,0.0,0.0,25.0,0.0,95.0,0.0,0.0,0.0,0.8323,15,0.256,0
157,13,5.0,0,139,2021-03-20,0.0,15.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.7943,14,0.255,0
158,7,4.0,0,193,2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.5045,12,0.146,0
159,11,3.0,0,106,2021-03-22,0.0,15.0,0.0,0.0,47.0,0.0,114.0,0.0,0.0,0.0,0.8015,12,0.229,0
160,7,3.0,0,275,2021-03-23,0.0,0.0,0.0,0.0,32.0,0.0,135.0,0.0,0.0,0.0,0.5698,11,0.159,0
161,14,4.0,0,140,2021-03-24,0.0,15.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.7764,16,0.24,0
162,10,5.0,0,97,2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.6807,15,0.183,0
163,8,3.0,0,246,2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.4469,12,0.167,0
164,9,4.0,0,224,2021-03-27,0.0,0.0,0.0,0.0,39.0,0.0,210.0,0.0,0.0,0.0,0.5223,13,0.173,0
165,7,3.0,0,364,2021-03-28,0.0,0.0,0.0,0.0,33.0,0.0,210.0,0.0,0.0,0.0,0.4303,11,0.159,0
166,11,5.0,0,159,2021-03-29,0.0,15.0,0.0,0.0,46.0,0.0,90.0,0.0,0.0,0.0,0.8289,11,0.25,0
167,10,3.0,0,201,2021-03-30,0.0,5.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.4359,13,0.192,0
168,12,3.0,0,91,2021-04-29,0.0,15.0,0.0,0.0,15.0,0.0,120.0,0.0,0.0,0.0,0.761,14,0.283,0
169,15,4.0,0,183,2021-04-01,0.0,15.0,0.0,0.0,35.0,0.0,73.0,0.0,0.0,0.0,0.8669,15,0.33,0
170,8,3.0,0,126,2021-04-02,1.0,15.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.6149,13,0.185,0
171,0,1.0,0,423,2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.2727,0,0.0,0
172,7,3.0,0,105,2021-04-04,1.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.3623,12,0.175,0
173,2,1.0,0,527,2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0849,13,0.046,0
174,10,3.0,0,99,2021-04-06,0.0,0.0,0.0,0.0,35.0,0.0,160.0,0.0,0.0,0.0,0.5996,15,0.22,0
175,13,4.0,0,126,2021-04-07,0.0,0.0,0.0,0.0,35.0,0.0,75.0,0.0,0.0,0.0,0.7607,14,0.306,0
176,14,4.0,0,150,2021-04-08,0.0,15.0,0.0,0.0,20.0,0.0,50.0,0.0,0.0,0.0,0.7831,18,0.257,0
177,4,4.0,0,195,2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.4924,11,0.109,0
178,8,3.0,0,295,2021-04-10,1.0,10.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.3511,13,0.185,0
179,5,2.0,0,271,2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.3397,12,0.125,0
180,7,3.0,0,188,2021-04-12,0.0,0.0,0.0,0.0,23.0,0.0,180.0,0.0,0.0,0.0,0.4717,15,0.154,0
181,17,4.0,0,280,2021-04-13,0.0,15.0,0.0,0.0,38.0,0.0,-10.0,0.0,0.0,0.0,0.8524,17,0.33,0
182,13,3.0,0,262,2021-04-14,0.0,15.0,0.0,0.0,22.0,0.0,180.0,0.0,0.0,0.0,0.6747,14,0.306,0
183,11,3.0,0,445,2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.5292,14,0.259,0
184,6,3.0,0,520,2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0926,12,0.15,0
185,5,4.0,0,202,2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.3836,10,0.15,0
186,4,2.0,0,300,2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.1635,9,0.133,0
187,4,4.0,0,375,2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.2843,9,0.133,0
188,6,2.0,0,412,2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.319,11,0.164,0
189,8,2.0,0,160,2021-04-21,0.0,0.0,0.0,0.0,30.0,0.0,240.0,0.0,0.0,0.0,0.4099,12,0.2,0
190,5,3.0,0,171,2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.3149,9,0.167,0
191,5,3.0,0,134,2021-04-23,0.0,0.0,0.0,0.0,15.0,0.0,165.0,0.0,0.0,0.0,0.4942,9,0.167,0
192,5,2.0,0,377,2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.4689,10,0.15,0
193,8,4.0,0,70,2021-04-25,0.0,0.0,0.0,0.0,7.0,0.0,270.0,0.0,0.0,0.0,0.3713,12,0.2,0
194,8,3.0,0,118,2021-04-26,0.0,0.0,0.0,0.0,30.0,0.0,225.0,0.0,0.0,0.0,0.4475,13,0.185,0
195,11,3.0,0,100,2021-04-27,0.0,15.0,0.0,0.0,34.0,0.0,190.0,0.0,0.0,0.0,0.671,13,0.254,0
196,8,3.0,0,104,2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.4617,12,0.2,0
197,4,1.0,0,404,2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0863,12,0.1,0
